stop_id_a,stop_id_b,distance,duration
8592037,8587549,429.2077426061216,306.5769590043726
8592037,8592130,237.01563236513667,169.29688026081192
8592079,8501120,329.3477120269808,235.24836573355773
8592079,Parent8592050,382.93797200346705,273.52712285961934
8592079,8501120:0:8,329.3477120269808,235.24836573355773
8592079,8592040,499.28286772403544,356.6306198028825
8592079,8592062,413.62996220414385,295.4499730029599
8592079,8501120:0:3,329.3477120269808,235.24836573355773
8592079,Parent8501120,329.3477120269808,235.24836573355773
8592079,8501120:0:5,329.3477120269808,235.24836573355773
8592079,8592050:0:F,302.74693458474536,216.24781041767528
8592079,8592050:0:H,382.93797200346705,273.52712285961934
8592079,8501120:0:6,329.3477120269808,235.24836573355773
8592079,8592028,397.2768792690993,283.7691994779281
8592079,8592050:0:C,382.93797200346705,273.52712285961934
8592079,8501120:0:70,329.3477120269808,235.24836573355773
8592079,8592027,488.9784154816513,349.2702967726081
8592079,8591979,383.60291373102547,274.00208123644677
8592079,8592050,382.93797200346705,273.52712285961934
8592079,8592020,146.6525441013624,104.75181721525885
8592079,8592026,320.8742033597032,229.19585954264514
8592079,8592052,228.62724352444485,163.30517394603206
8592079,8592050:0:D,382.93797200346705,273.52712285961934
8592079,8592072,355.3393428146269,253.8138162961621
8592079,8501120:0:7,329.3477120269808,235.24836573355773
8592079,8501120:0:4,329.3477120269808,235.24836573355773
8592079,8501120:0:1,329.3477120269808,235.24836573355773
8592079,8592039,407.7773535542073,291.26953825300524
8592096,8501160:0:2,128.2072441555079,91.57660296821994
8592096,8592001,138.91405623393615,99.22432588138297
8592096,8592060,474.8976827258426,339.21263051845904
8592096,8592134,412.08440412708984,294.3460029479213
8592096,Parent8501160,128.2072441555079,91.57660296821994
8592096,8592041,278.6466377865625,199.03331270468752
8592096,8592133,192.32060101427135,137.37185786733667
8592096,8592098,239.71093439413778,171.2220959958127
8592096,8591988,374.38018601323034,267.4144185808788
8592096,8592120,292.7250602399535,209.08932874282394
8592096,8592004,293.37519075673,209.55370768337858
8592096,8592010,51.79487805154628,36.9963414653902
8592096,8592035,399.3902873856468,285.2787767040334
8592096,8592135,481.99998766289883,344.2857054734992
8592096,8592011,231.4347973579182,165.31056954137014
8592096,8592122,315.0437250809941,225.03123220071006
8592096,8501160,128.2072441555079,91.57660296821994
8592096,8501160:0:1,128.2072441555079,91.57660296821994
8592103,8593844,422.8331008197299,302.02364344266425
8592103,8592102,441.469799664701,315.33557118907214
8592103,8518452:0:3,236.10579939158603,168.6469995654186
8592103,8518452:0:1,248.12119669227855,177.2294262087704
8592103,8510543,425.11151720357987,303.6510837168428
8592103,Parent8518452,325.011863028904,232.15133073493143
8592103,8518452:0:4,231.18806861231448,165.1343347230818
8592103,8501208,443.1490968722029,316.53506919443066
8592103,8592049,241.95860194935483,172.82757282096776
8592103,8592105,327.9258035264559,234.23271680461139
8592103,8518452:0:2,242.94113643025185,173.52938316446563
8592103,8501209,460.33061624639345,328.8075830331382
8592180,8592173,371.24426880706585,265.17447771933274
8592180,8592211,413.1455818646476,295.1039870461769
8592180,8510543,412.01040402744707,294.29314573389075
8592180,8592217,419.7370677521143,299.8121912515102
8592180,8592049,404.04091648720674,288.6006546337191
8592180,8592181,381.63060475748625,272.5932891124902
8592180,8592179,319.1891053650862,227.99221811791875
8592183,8504000:0:2,342.57512947596166,244.69652105425834
8592183,8592190,457.4510978833625,326.7507842024018
8592183,8592191,258.13548299240637,184.38248785171885
8592183,Parent8504000,368.5101223927792,263.22151599484226
8592183,8592185,409.34864587530006,292.3918899109286
8592183,8504000,368.5101223927792,263.22151599484226
8592183,8504000:0:1,349.8359742379489,249.88283874139208
8592183,8592196,305.8025537296336,218.43039552116687
8593249,8595005,473.3672602887485,338.1194716348204
8593249,8592055,235.56791884981556,168.2627991784397
8593249,8592019,447.1712761502962,319.4080543930687
8593249,8592143,327.6306176758905,234.02186976849325
8593249,8595004,294.9155953364284,210.65399666887743
8593249,8592089,279.99581042119996,199.99700744371427
8593249,8592092,331.11422895082745,236.51016353630533
8595214,8501117:0:3,211.9942776156809,151.42448401120063
8595214,Parent8501117,316.18938429645755,225.8495602117554
8595214,Parent8595216,259.4581964513117,185.32728317950838
8595214,8595215:0:2,416.9194818253871,297.79962987527654
8595214,8595216,259.4581964513117,185.32728317950838
8595214,8595217,205.85157100376125,147.03683643125805
8595214,8501117:0:4,210.44045734998843,150.3146123928489
8595214,8595215:0:1,416.9194818253871,297.79962987527654
8595214,Parent8595215,416.9194818253871,297.79962987527654
8595214,8581914,285.9218016778155,204.2298583412968
8595214,8501117:0:1,258.5182932166866,184.65592372620472
8595214,8595214:0:1,0.0,0.0
8595214,8595215,416.9194818253871,297.79962987527654
8595214,Parent8595214,0.0,0.0
8595516,8595986,279.5995656068105,199.71397543343608
8595516,8593816,196.38416421479494,140.27440301056782
8595516,8588841,486.738054058712,347.67003861336576
8595516,8593817,407.9223678074396,291.3731198624569
8595516,8595148,348.9547470771809,249.25339076941495
Parent8592050,8501120,99.94659766388972,71.39042690277837
Parent8592050,8501181,359.09072694464015,256.4933763890287
Parent8592050,8592079,382.93797200375565,273.52712285982545
Parent8592050,8501120:0:8,99.94659766388972,71.39042690277837
Parent8592050,8579254,352.96787298032007,252.1199092716572
Parent8592050,8592040,361.22331189719836,258.0166513551417
Parent8592050,8501120:0:3,99.94659766388972,71.39042690277837
Parent8592050,Parent8501120,99.94659766388972,71.39042690277837
Parent8592050,8501120:0:5,99.94659766388972,71.39042690277837
Parent8592050,8592050:0:F,194.09111591868023,138.6365113704859
Parent8592050,8592050:0:H,0.0,0.0
Parent8592050,8501120:0:6,99.94659766388972,71.39042690277837
Parent8592050,8592050:0:C,0.0,0.0
Parent8592050,8501120:0:70,99.94659766388972,71.39042690277837
Parent8592050,8592027,453.62765149515604,324.0197510679686
Parent8592050,8591818,308.7794226471247,220.55673046223194
Parent8592050,8579253,243.935005849873,174.23928989276644
Parent8592050,8592050,0.0,0.0
Parent8592050,8592020,353.7675143569601,252.69108168354293
Parent8592050,8501181:0:2,359.09072694464015,256.4933763890287
Parent8592050,8592052,303.5294264772383,216.80673319802736
Parent8592050,8592050:0:D,0.0,0.0
Parent8592050,8592072,401.61875255037995,286.8705375359857
Parent8592050,8501181:0:1,359.09072694464015,256.4933763890287
Parent8592050,Parent8501181,359.09072694464015,256.4933763890287
Parent8592050,8501120:0:7,99.94659766388972,71.39042690277837
Parent8592050,8501120:0:4,99.94659766388972,71.39042690277837
Parent8592050,8501120:0:1,99.94659766388972,71.39042690277837
8501120:0:8,8501120,0.0,0.0
8501120:0:8,8501181,455.45932230844306,325.32808736317367
8501120:0:8,8592079,329.34771202661466,235.2483657332962
8501120:0:8,Parent8592050,99.94659766383788,71.39042690274134
8501120:0:8,8579254,441.9736823734126,315.69548740958044
8501120:0:8,8592040,282.95106685332337,202.107904895231
8501120:0:8,8501120:0:3,0.0,0.0
8501120:0:8,Parent8501120,0.0,0.0
8501120:0:8,8501120:0:5,0.0,0.0
8501120:0:8,8592050:0:F,236.69824455654833,169.0701746832488
8501120:0:8,8592050:0:H,99.94659766383788,71.39042690274134
8501120:0:8,8501120:0:6,0.0,0.0
8501120:0:8,8592050:0:C,99.94659766383788,71.39042690274134
8501120:0:8,8501120:0:70,0.0,0.0
8501120:0:8,8592027,361.2935058481269,258.06678989151925
8501120:0:8,8591818,406.4659901142583,290.3328500816131
8501120:0:8,8579253,336.76486751255374,240.5463339375384
8501120:0:8,8592050,99.94659766383788,71.39042690274134
8501120:0:8,8592020,339.2496644496131,242.32118889258078
8501120:0:8,8501181:0:2,455.45932230844306,325.32808736317367
8501120:0:8,8592052,208.1857499332524,148.7041070951803
8501120:0:8,8592050:0:D,99.94659766383788,71.39042690274134
8501120:0:8,8592072,437.9573793530133,312.82669953786666
8501120:0:8,8501181:0:1,455.45932230844306,325.32808736317367
8501120:0:8,Parent8501181,455.45932230844306,325.32808736317367
8501120:0:8,8501120:0:7,0.0,0.0
8501120:0:8,8501120:0:4,0.0,0.0
8501120:0:8,8501120:0:1,0.0,0.0
8501169:0:2,8570064,325.83207546902804,232.73719676359147
8501169:0:2,Parent8501169,0.0,0.0
8501169:0:2,8501169:0:1,0.0,0.0
8501169:0:2,8570063,67.71070192527493,48.3647870894821
8501169:0:2,8501169,0.0,0.0
8501170:0:1,8501170,0.0,0.0
8501213,8579234,456.0577527779529,325.7555376985378
8501213,8591945,434.2046325241009,310.1461660886435
8501213,8596053,432.77362260414156,309.1240161458154
8501213,8591944,269.0221890715297,192.15870647966406
8501213,8501212,496.23251338338633,354.4517952738474
8510721,8588838,336.35279208941154,240.2519943495797
8510721,8501218,148.59693321017002,106.14066657869287
8510721,8530749,249.76662435650974,178.40473168322126
8510721,8588983,382.2963771483461,273.0688408202472
8510721,8588839,360.79364584012814,257.70974702866295
8510721,8510421,426.5030257049249,304.64501836066063
8510721,Parent8501118,331.05746771929046,236.4696197994932
8510721,8593869,268.03052721664466,191.45037658331762
8510721,8593815,417.6408918612851,298.31492275806085
8510721,8591958,386.1607272457697,275.8290908898355
8557141,8504758,118.11064969050216,84.36474977893012
8557141,8595474,488.25575275922614,348.75410911373297
8557141,8570425,419.50146075349136,299.64390053820813
8557141,8504166,408.4439648836599,291.7456892026142
8579260,8588438,217.1003506103476,155.07167900739114
8579260,8592161,172.59678162015788,123.28341544296993
8581922,8594178,460.26509868948705,328.76078477820505
8581922,8581924,162.3314421765186,115.95103012608473
8581922,8594177,231.42840042177923,165.3060003012709
8581922,8581916,242.53237160310212,173.2374082879301
8581922,8581920,490.6648182741118,350.47487019579415
8581922,8581921,150.93648599186878,107.81177570847771
8588432,8592191,460.10246850994804,328.6446203642486
8588432,8592023,259.7544618366698,185.538901311907
8588432,8592042,449.5529858506147,321.10927560758194
8588432,8579255,415.5726407279275,296.83760051994824
8591930,8591935,443.499058278632,316.7850416275943
8591930,8591931,206.7564169998868,147.68315499991914
8591952,8591954,290.30311019379684,207.3593644241406
8591952,8501215,452.4487763357794,323.1776973826996
8591952,8591956,338.2136354723651,241.58116819454654
8591952,8591947,127.12260390946301,90.80185993533073
8591952,8591949,153.41900929663637,109.58500664045457
8591952,8591951,326.53242956890034,233.2374496920717
8591952,8591946,498.9978285878004,356.42702041985746
8592175,8592173,481.1127676314379,343.6519768795985
8592175,8501163,84.80155126693445,60.572536619238896
8592175,8592030,447.71377954435604,319.7955568173972
8592175,8592192,401.1477683940128,286.53412028143777
8592175,8592176,268.0645873779669,191.47470526997637
8592175,8592187,346.5052104961989,247.50372178299924
8592175,8501163:0:1,84.80155126693445,60.572536619238896
8592178,8592208,234.607839434607,167.57702816757643
8592178,8592192,350.3414117571454,250.24386554081818
8592178,8592206,326.1859685331326,232.98997752366617
8592178,8592207,399.5774835841704,285.41248827440745
8592178,8592212,465.5550306124487,332.53930758032055
8592178,8592222,460.5680149705,328.9771535503572
8592189,8592199,370.01768277943734,264.29834484245526
8592189,8595191,373.87345128286535,267.0524652020467
8592189,8592169,295.747448818478,211.2481777274843
8592189,8592195,349.01394059415986,249.29567185297134
8592189,8593850,438.2553535617771,313.0395382584122
8592189,8592168,300.0147830476,214.2962736054286
8595939,8595934,443.7443818359345,316.96027273995327
8595939,8591995,477.3265408934222,340.9475292095873
8595939,8592114,420.9266672302421,300.6619051644587
8501160:0:2,8501181,424.93261328956044,303.5232952068289
8501160:0:2,8592096,128.20724415550785,91.5766029682199
8501160:0:2,8592001,257.0152825672,183.58234469085716
8501160:0:2,8592060,450.7455200241989,321.9610857315707
8501160:0:2,8592134,446.0338564465618,318.5956117475442
8501160:0:2,Parent8501160,0.0,0.0
8501160:0:2,8592041,406.6156991195437,290.4397850853884
8501160:0:2,8592133,249.71149568949593,178.36535406392568
8501160:0:2,8592098,142.6867859099572,101.91913279282657
8501160:0:2,8591818,467.7960845587604,334.1400603991146
8501160:0:2,8591988,253.71334544288516,181.2238181734894
8501160:0:2,8579253,470.578430005645,336.12745000403214
8501160:0:2,8590442,458.0024009559131,327.14457211136653
8501160:0:2,8592120,261.1446076006682,186.5318625719059
8501160:0:2,8592004,363.8147529803258,259.8676807002327
8501160:0:2,8501181:0:2,424.93261328956044,303.5232952068289
8501160:0:2,8592125,426.6041080741902,304.717220052993
8501160:0:2,8592010,103.39775986648273,73.85554276177338
8501160:0:2,8501181:0:1,424.93261328956044,303.5232952068289
8501160:0:2,8592035,471.39379024029506,336.70985017163935
8501160:0:2,8592135,406.13471812137243,290.09622722955174
8501160:0:2,Parent8501181,424.93261328956044,303.5232952068289
8501160:0:2,8592011,114.01803233210117,81.44145166578656
8501160:0:2,8592122,412.72341167241075,294.8024369088648
8501160:0:2,8501160,0.0,0.0
8501160:0:2,8501160:0:1,0.0,0.0
8504176,8591982,121.91238420745249,87.08027443389464
8504176,8592034,449.3228817625605,320.94491554468607
8504176,8510575,300.65791934960606,214.75565667829005
8504176,8592071,242.2616897773741,173.0440641266958
8504176,8592091,257.97600224816273,184.26857303440195
8504176,8592138,255.57975692353978,182.55696923109986
8504176,8590442,324.86507193974103,232.04647995695788
8504176,8592125,266.105145516887,190.07510394063357
8504176,8592135,459.1494066365596,327.96386188325687
8579239:0:E,8592128,361.98199129614187,258.5585652115299
8579239:0:E,Parent8579239,0.0,0.0
8579239:0:E,8589525,425.23698278015974,303.7407019858284
8579239:0:E,8579239:0:B,23.689773487881183,16.92126677705799
8579239:0:E,8579239,0.0,0.0
8579239:0:E,8591971,322.9369006716447,230.6692147654605
8588842,8588843,397.6639130878308,284.04565220559346
8588842,8588841,407.99700134833023,291.4264295345216
8588842,8595148,177.28050731653065,126.6289337975219
8591940,8504178,471.6409583404961,336.88639881464013
8591961,8501216,460.61680824508653,329.01200588934756
8591961,8591954,422.51639768847707,301.7974269203408
8591961,8591960,322.5835957811301,230.41685412937866
8591961,8592248,469.10197789532094,335.0728413538007
8591961,8591957,374.0604586940388,267.18604192431343
8591961,8591951,407.4933921666925,291.06670869049464
8591961,8591946,181.7357869951154,129.81127642508244
8591961,8588873,376.71797663242535,269.08426902316097
8592001,8592096,138.9140562337118,99.22432588122271
8592001,8501160:0:2,257.01528256715756,183.58234469082683
8592001,8592060,463.666226327621,331.1901616625865
8592001,8592134,486.8641636309933,347.76011687928093
8592001,Parent8501160,257.01528256715756,183.58234469082683
8592001,8591980,473.4891534227025,338.2065381590732
8592001,8592041,168.00866813396163,120.00619152425831
8592001,8592109,414.6380056662294,296.17000404730675
8592001,8592133,274.98692865251115,196.41923475179368
8592001,8592098,378.5585269943768,270.3989478531263
8592001,8592120,313.395506180705,223.85393298621787
8592001,8592004,342.17334196043754,244.4095299717411
8592001,8592010,154.65893819122482,110.47067013658916
8592001,8592035,290.16585305648334,207.26132361177383
8592001,8592011,340.6545969757397,243.32471212552838
8592001,8592036,439.9403514155346,314.2431081539533
8592001,8592122,319.31292424167924,228.08066017262806
8592001,8501160,257.01528256715756,183.58234469082683
8592001,8501160:0:1,257.01528256715756,183.58234469082683
8592001,8591984,473.41088765349554,338.15063403821114
8592045,8592009,318.9123638448563,227.7945456034688
8592045,8592129,145.0115848073259,103.57970343380423
8592045,8591981,299.986079992906,214.2757714235043
8592045,8592012,283.3742575874825,202.41018399105891
8592045,8510574,208.95208856399012,149.25149183142153
8592045,8592083,122.59433338391459,87.56738098851042
8592045,8591999,267.1718416911974,190.83702977942673
8592045,8592123,436.9430684445632,312.1021917461166
8592045,8592043,423.6972687152683,302.64090622519166
8592067,8592082,326.4404947232368,233.17178194516916
8592067,8592111,451.1499792507775,322.24998517912684
8592067,8592115,226.00847313724287,161.4346236694592
8592067,8592047,471.29307544920886,336.6379110351492
8592067,8592059,268.7812888861953,191.98663491871093
8592085,8592003,122.1296356630464,87.23545404503315
8592085,8592034,303.1435861869034,216.5311329906453
8592085,8592060,482.6019667739946,344.7156905528533
8592085,8592132,248.38626719782673,177.41876228416197
8592085,8592076,222.0847727561158,158.6319805400827
8592085,8592071,490.40721680644754,350.29086914746256
8592085,8592082,382.68538401147475,273.3467028653391
8592085,8592116,408.87744081858557,292.0553148704183
8592085,8592111,238.06867184920029,170.04905132085736
8592085,8592053,211.84307912038688,151.31648508599062
8592085,8592033,193.98053609116488,138.5575257794035
8592193,8592186,218.99786271339227,156.4270447952802
8592193,8592029,381.3584645836801,272.3989032740572
8592193,8592197,313.43622511655786,223.88301794039847
8592193,8592172,361.74834529789524,258.39167521278233
8592193,8592170,395.5045690078916,282.5032635770654
8592193,8595936,496.86571041188057,354.904078865629
8593837,8592068,79.33622787507461,56.66873419648187
8593837,8593838,97.49531183682203,69.63950845487288
8593837,8595938,275.5491882670395,196.82084876217107
8593837,8592080,242.1534706955484,172.9667647825346
8593837,8595935,313.6707991020263,224.05057078716166
8593837,8592044,348.2227707103698,248.730550507407
8593844,8592103,422.83310081932694,302.0236434423764
8593844,8592106,178.01305088890012,127.15217920635725
8593844,8592021,284.52962603399175,203.23544716713698
8593844,8518452:0:3,441.1713869225042,315.12241923036015
8593844,8518452:0:1,434.4251891035469,310.30370650253354
8593844,8518452:0:4,444.6493114528177,317.6066510377269
8593844,8501207,479.30249174988035,342.358922678486
8593844,8501208,74.49249957373338,53.20892826695242
8593844,8592105,151.3788808050484,108.127772003606
8593844,8592022,466.7173189428328,333.3695135305949
8593844,8518452:0:2,437.6760960485967,312.62578289185484
8593844,8501209,404.00281726316365,288.5734409022598
8594986,8594987,366.1689964292691,261.5492831637637
8594986,8593867,233.48522419186955,166.77516013704968
8594986,8501212,410.05473596684,292.8962399763143
8594986,8507227,335.5394484807879,239.67103462913423
8595005,8593249,473.3672602887141,338.1194716347958
8595005,8591994,429.90325857286905,307.0737561234779
8595005,8595004,425.00969308759926,303.5783522054281
8595934,8595939,443.7443818359536,316.9602727399669
8595934,8592068,486.20516509432724,347.2894036388052
8595934,8591995,214.71986486345546,153.37133204532535
8595934,8595935,368.357906349411,263.1127902495793
Parent8504010,8591976,36.53088472697325,26.09348909069518
Parent8504010,8592149,149.0771510360767,106.48367931148337
Parent8504010,8593795,380.35028657316803,271.6787761236915
Parent8504010,8504010:0:2,59.411744148262116,42.43696010590151
Parent8504010,8504010:0:1,57.97689502042331,41.41206787173093
Parent8504010,8504010,0.0,0.0
Parent8504010,8592145,485.77137807633727,346.97955576881236
Parent8504010,8592151,283.35809373032805,202.39863837880577
8510528,8592226,261.2754260946945,186.62530435335324
8510528,8595223,298.2422676054133,213.0301911467238
8510528,8588157,215.75520992092436,154.11086422923168
8510528,8510727,403.4539752396017,288.1814108854298
8510528,8510527,346.36548670368785,247.40391907406277
8570422,8570421,496.4983099109853,354.6416499364181
8570422,8570423,303.33282876564755,216.66630626117683
8579234,8501213,456.05775277793134,325.7555376985224
8579234,8591945,462.773696021425,330.5526400153036
8579234,8579233,223.97025649950444,159.9787546425032
8579234,8591944,261.961389368702,187.11527812050144
8579234,8501214,270.17040760396867,192.97886257426336
8579234,8510727,451.3441904127348,322.38870743766773
8579234,8592227,440.4154418293229,314.58245844951637
8588838,8501118:0:2,190.51310036395037,136.08078597425026
8588838,8510721,336.3527920895557,240.25199434968266
8588838,8501118:0:3,189.86815298412998,135.62010927437856
8588838,8501218,441.4101009532924,315.2929292523517
8588838,8530749,96.76884455087284,69.12060325062346
8588838,8588983,103.04580116901688,73.60414369215492
8588838,8593866,440.68623602038923,314.7758828717066
8588838,8501118:0:4,187.78722554312563,134.13373253080402
8588838,8592202,326.03411725506754,232.88151232504825
8588838,8588839,199.25157697824116,142.32255498445798
8588838,8510421,356.66998523664046,254.7642751690289
8588838,Parent8501118,63.968676745959385,45.69191196139956
8588838,8501118:0:1,192.60307318403133,137.57362370287953
8588838,8501118:0:5,187.3941313105357,133.85295093609693
8588838,8593869,254.13549880860836,181.52535629186312
8588838,8592201,470.9292868859247,336.3780620613748
8588838,8592214,408.97532248636935,292.12523034740667
8591933,8591953,489.72407436317945,349.8029102594139
8591933,8501218,393.18837148535755,280.8488367752554
8591933,8501217,286.50149077906104,204.64392198504362
8591933,8593866,470.7975468655128,336.2839620467949
8591933,8593869,357.3315085620197,255.23679183001408
8591933,8593868,228.7359631895985,163.38283084971323
8591933,8507227,449.3690302394908,320.9778787424935
8591953,8591933,489.72407436291417,349.8029102592244
8591953,8501218,431.0606448153558,307.900460582397
8591953,8501217,495.33569118130333,353.8112079866453
8591953,8591948,284.97936684511865,203.5566906036562
8591953,8591955,376.8296835249527,269.16405966068055
8591953,8591958,374.104085896505,267.2172042117893
8591982,8504176,121.91238420735738,87.0802744338267
8591982,8510575,227.12212290617347,162.23008779012392
8591982,8592071,285.2797365529857,203.7712403949898
8591982,8592091,214.8566603806539,153.4690431290385
8591982,8592138,265.90312398620557,189.9308028472897
8591982,8590442,427.2994647343411,305.2139033816722
8591982,8592125,387.56626799548496,276.83304856820354
8591982,8592017,425.3392963593063,303.81378311379024
8591982,8592059,492.85177815587974,352.036984397057
8591986,8592086,113.97174766380311,81.4083911884308
8591986,8592028,415.1022259582997,296.50158997021407
8591986,8592026,444.20726669300217,317.29090478071583
8591986,8592024,491.1131326418937,350.7950947442098
8591986,8592061,180.81402960528945,129.15287828949246
8591986,8501075,358.86143100818845,256.3295935772775
8591986,8595933,427.35055834300954,305.2503988164354
8591986,8592039,466.9112262190766,333.50801872791186
8592009,8592045,318.9123638448234,227.7945456034453
8592009,8592051,494.91410752483404,353.51007680345293
8592009,8592129,402.83455121069164,287.73896515049404
